date,open,high,low,close,volume
2023-01-02 09:53:00+05:30,19063.7,19063.7,19058.15,19062.6,0
2023-01-02 09:54:00+05:30,19063.35,19079.7,19062.7,19075.6,0
2023-01-02 09:55:00+05:30,19075.35,19088.1,19075.1,19085.95,0
2023-01-02 09:56:00+05:30,19083.65,19087.05,19073.0,19077.35,0
2023-01-02 09:57:00+05:30,19077.05,19077.05,19063.9,19063.9,0
2023-01-02 09:58:00+05:30,19064.15,19071.45,19064.15,19071.4,0
2023-01-02 09:59:00+05:30,19068.55,19073.8,19068.55,19072.65,0
2023-01-02 10:00:00+05:30,19072.05,19079.85,19071.7,19075.8,0
2023-01-02 10:01:00+05:30,19074.2,19083.5,19074.2,19080.35,0
2023-01-02 10:02:00+05:30,19080.0,19082.15,19073.65,19078.8,0
2023-01-02 10:03:00+05:30,19078.75,19080.1,19073.85,19075.9,0
2023-01-02 10:04:00+05:30,19075.8,19079.55,19074.9,19078.25,0
2023-01-02 10:05:00+05:30,19080.4,19093.7,19080.4,19086.4,0
2023-01-02 10:06:00+05:30,19085.55,19089.5,19079.3,19079.85,0
2023-01-02 10:07:00+05:30,19080.25,19080.45,19071.8,19074.05,0
2023-01-02 10:08:00+05:30,19075.1,19076.7,19065.45,19066.9,0
2023-01-02 10:09:00+05:30,19067.25,19078.55,19065.8,19074.7,0
2023-01-02 10:10:00+05:30,19074.4,19078.95,19067.6,19068.6,0
2023-01-02 10:11:00+05:30,19068.3,19069.05,19064.05,19067.15,0
2023-01-02 10:12:00+05:30,19067.25,19067.45,19061.5,19063.25,0
2023-01-02 10:13:00+05:30,19063.25,19063.95,19058.8,19060.7,0
2023-01-02 10:14:00+05:30,19061.0,19063.4,19059.55,19059.55,0
2023-01-02 10:15:00+05:30,19056.4,19062.45,19054.25,19061.95,0
2023-01-02 10:16:00+05:30,19061.45,19063.15,19055.9,19061.15,0
2023-01-02 10:17:00+05:30,19059.9,19067.35,19059.9,19065.55,0
2023-01-02 10:18:00+05:30,19065.65,19073.25,19065.65,19071.5,0
2023-01-02 10:19:00+05:30,19071.45,19072.65,19068.0,19071.0,0
2023-01-02 10:20:00+05:30,19072.55,19079.9,19072.45,19079.55,0
2023-01-02 10:21:00+05:30,19078.35,19086.15,19078.1,19084.65,0
2023-01-02 10:22:00+05:30,19084.3,19085.9,19081.6,19082.5,0
2023-01-02 10:23:00+05:30,19082.1,19084.25,19077.55,19079.15,0
2023-01-02 10:24:00+05:30,19079.25,19080.85,19071.3,19073.05,0
2023-01-02 10:25:00+05:30,19072.6,19079.7,19072.6,19078.3,0
2023-01-02 10:26:00+05:30,19078.45,19080.25,19076.0,19079.25,0
2023-01-02 10:27:00+05:30,19078.15,19078.65,19071.6,19075.7,0
2023-01-02 10:28:00+05:30,19072.6,19073.1,19061.85,19065.2,0
2023-01-02 10:29:00+05:30,19065.4,19065.75,19057.6,19060.45,0
2023-01-02 10:30:00+05:30,19061.95,19069.7,19061.95,19069.7,0
2023-01-02 10:31:00+05:30,19067.7,19076.55,19066.5,19076.3,0
2023-01-02 10:32:00+05:30,19076.7,19079.75,19074.75,19078.2,0
2023-01-02 10:33:00+05:30,19077.2,19078.65,19073.95,19077.3,0
2023-01-02 10:34:00+05:30,19076.6,19082.3,19075.5,19079.75,0
2023-01-02 10:35:00+05:30,19079.55,19084.5,19078.65,19083.45,0
2023-01-02 10:36:00+05:30,19084.45,19089.65,19083.75,19089.55,0
2023-01-02 10:37:00+05:30,19089.4,19100.85,19089.05,19100.75,0
2023-01-02 10:38:00+05:30,19101.2,19107.05,19100.1,19102.4,0
2023-01-02 10:39:00+05:30,19102.65,19113.75,19101.35,19112.7,0
2023-01-02 10:40:00+05:30,19111.5,19112.5,19099.6,19100.95,0
2023-01-02 10:41:00+05:30,19101.0,19101.9,19096.25,19097.35,0
2023-01-02 10:42:00+05:30,19098.5,19101.65,19098.45,19100.95,0
2023-01-02 10:43:00+05:30,19100.7,19101.35,19095.15,19097.1,0
2023-01-02 10:44:00+05:30,19097.2,19097.8,19095.25,19096.2,0
2023-01-02 10:45:00+05:30,19096.6,19100.15,19096.35,19099.1,0
2023-01-02 10:46:00+05:30,19099.3,19101.2,19095.5,19096.65,0
2023-01-02 10:47:00+05:30,19096.45,19096.55,19080.5,19080.5,0
2023-01-02 10:48:00+05:30,19080.9,19086.2,19080.75,19082.75,0
2023-01-02 10:49:00+05:30,19082.05,19085.8,19081.15,19083.5,0
2023-01-02 10:50:00+05:30,19082.95,19083.45,19070.95,19073.7,0
2023-01-02 10:51:00+05:30,19074.5,19086.5,19073.65,19086.5,0
2023-01-02 10:52:00+05:30,19086.8,19092.3,19086.55,19088.95,0
2023-01-02 10:53:00+05:30,19090.5,19093.7,19083.9,19084.95,0
2023-01-02 10:54:00+05:30,19085.6,19092.3,19085.4,19091.55,0
2023-01-02 10:55:00+05:30,19092.25,19097.4,19090.9,19093.95,0
2023-01-02 10:56:00+05:30,19094.35,19099.25,19094.35,19097.65,0
2023-01-02 10:57:00+05:30,19098.4,19100.6,19094.6,19095.0,0
2023-01-02 10:58:00+05:30,19094.65,19095.65,19086.6,19094.6,0
2023-01-02 10:59:00+05:30,19093.2,19095.85,19091.2,19092.85,0
2023-01-02 11:00:00+05:30,19092.5,19097.05,19090.95,19097.0,0
2023-01-02 11:01:00+05:30,19096.7,19098.7,19091.75,19092.55,0
2023-01-02 11:02:00+05:30,19092.8,19098.15,19092.8,19097.2,0
2023-01-02 11:03:00+05:30,19096.4,19102.9,19095.8,19101.4,0
2023-01-02 11:04:00+05:30,19102.55,19104.05,19100.0,19103.4,0
2023-01-02 11:05:00+05:30,19101.65,19105.95,19100.5,19105.95,0
2023-01-02 11:06:00+05:30,19104.95,19108.2,19102.75,19107.7,0
2023-01-02 11:07:00+05:30,19107.7,19108.4,19101.05,19102.35,0
2023-01-02 11:08:00+05:30,19102.1,19102.65,19098.05,19099.6,0
2023-01-02 11:09:00+05:30,19100.2,19116.0,19099.65,19114.5,0
2023-01-02 11:10:00+05:30,19114.45,19119.95,19111.8,19119.6,0
2023-01-02 11:11:00+05:30,19119.2,19119.8,19115.75,19118.25,0
2023-01-02 11:12:00+05:30,19117.95,19118.4,19101.35,19101.35,0
2023-01-02 11:13:00+05:30,19102.25,19103.05,19099.35,19099.4,0
2023-01-02 11:14:00+05:30,19098.4,19099.2,19092.5,19094.15,0
2023-01-02 11:15:00+05:30,19094.45,19097.4,19093.15,19095.3,0
2023-01-02 11:16:00+05:30,19095.65,19097.35,19094.8,19096.1,0
2023-01-02 11:17:00+05:30,19095.7,19096.9,19092.0,19094.45,0
2023-01-02 11:18:00+05:30,19093.95,19095.95,19092.85,19095.8,0
2023-01-02 11:19:00+05:30,19094.9,19097.55,19094.45,19097.05,0
2023-01-02 11:20:00+05:30,19097.2,19099.15,19093.45,19094.2,0
2023-01-02 11:21:00+05:30,19093.8,19098.4,19093.8,19093.8,0
2023-01-02 11:22:00+05:30,19092.75,19095.25,19089.35,19090.6,0
2023-01-02 11:23:00+05:30,19090.5,19091.65,19086.8,19087.1,0
2023-01-02 11:24:00+05:30,19085.4,19086.4,19079.85,19080.55,0
2023-01-02 11:25:00+05:30,19081.65,19082.35,19076.75,19076.75,0
2023-01-02 11:26:00+05:30,19077.2,19078.7,19061.3,19065.3,0
2023-01-02 11:27:00+05:30,19065.3,19075.15,19064.4,19075.15,0
2023-01-02 11:28:00+05:30,19075.6,19083.1,19074.1,19083.0,0
2023-01-02 11:29:00+05:30,19082.7,19089.6,19077.7,19077.7,0
2023-01-02 11:30:00+05:30,19076.85,19082.5,19075.65,19077.65,0
2023-01-02 11:31:00+05:30,19078.2,19079.55,19076.95,19077.25,0
2023-01-02 11:32:00+05:30,19077.15,19077.6,19066.0,19066.0,0
2023-01-02 11:33:00+05:30,19066.25,19072.65,19065.75,19067.95,0
2023-01-02 11:34:00+05:30,19067.5,19071.05,19064.45,19068.9,0
2023-01-02 11:35:00+05:30,19068.7,19073.35,19067.5,19069.1,0
2023-01-02 11:36:00+05:30,19070.35,19070.35,19064.4,19066.25,0
2023-01-02 11:37:00+05:30,19065.05,19072.2,19064.9,19072.2,0
2023-01-02 11:38:00+05:30,19072.35,19075.15,19069.9,19074.05,0
2023-01-02 11:39:00+05:30,19073.15,19077.3,19072.1,19075.95,0
2023-01-02 11:40:00+05:30,19076.35,19084.5,19075.6,19082.55,0
2023-01-02 11:41:00+05:30,19083.15,19085.05,19080.6,19081.15,0
2023-01-02 11:42:00+05:30,19081.6,19082.7,19079.45,19080.2,0
2023-01-02 11:43:00+05:30,19079.2,19087.75,19079.2,19086.0,0
2023-01-02 11:44:00+05:30,19087.15,19088.7,19082.3,19082.45,0
2023-01-02 11:45:00+05:30,19082.9,19086.65,19079.35,19080.7,0
2023-01-02 11:46:00+05:30,19081.15,19085.15,19079.5,19084.5,0
2023-01-02 11:47:00+05:30,19086.1,19086.95,19081.75,19083.3,0
2023-01-02 11:48:00+05:30,19082.0,19083.55,19078.75,19083.25,0
2023-01-02 11:49:00+05:30,19083.8,19085.55,19075.7,19077.0,0
2023-01-02 11:50:00+05:30,19076.25,19076.3,19070.5,19073.95,0
2023-01-02 11:51:00+05:30,19072.95,19078.25,19063.5,19063.5,0
2023-01-02 11:52:00+05:30,19065.0,19068.85,19058.8,19066.6,0
2023-01-02 11:53:00+05:30,19066.6,19067.55,19063.75,19064.9,0
2023-01-02 11:54:00+05:30,19063.85,19068.45,19063.25,19065.6,0
2023-01-02 11:55:00+05:30,19067.05,19071.1,19064.55,19070.1,0
2023-01-02 11:56:00+05:30,19071.1,19071.1,19064.6,19066.35,0
2023-01-02 11:57:00+05:30,19063.05,19068.6,19063.05,19067.15,0
2023-01-02 11:58:00+05:30,19067.35,19067.75,19062.6,19064.45,0
2023-01-02 11:59:00+05:30,19064.4,19066.6,19061.3,19061.3,0
2023-01-02 12:00:00+05:30,19060.85,19066.25,19060.8,19065.9,0
2023-01-02 12:01:00+05:30,19065.45,19070.85,19064.95,19069.85,0
2023-01-02 12:02:00+05:30,19070.15,19073.8,19068.85,19071.65,0
2023-01-02 12:03:00+05:30,19071.45,19073.05,19070.1,19072.15,0
2023-01-02 12:04:00+05:30,19072.6,19076.55,19070.4,19075.9,0
2023-01-02 12:05:00+05:30,19075.8,19084.55,19075.25,19083.95,0
2023-01-02 12:06:00+05:30,19084.4,19084.4,19078.0,19080.6,0
2023-01-02 12:07:00+05:30,19080.3,19086.65,19076.75,19086.35,0
2023-01-02 12:08:00+05:30,19085.1,19086.7,19074.9,19080.95,0
2023-01-02 12:09:00+05:30,19080.9,19085.3,19080.25,19082.75,0
2023-01-02 12:10:00+05:30,19081.4,19088.1,19081.4,19087.05,0
2023-01-02 12:11:00+05:30,19087.55,19089.6,19084.7,19086.5,0
2023-01-02 12:12:00+05:30,19086.2,19089.15,19085.1,19086.7,0
2023-01-02 12:13:00+05:30,19086.8,19092.9,19086.8,19092.5,0
2023-01-02 12:14:00+05:30,19092.45,19094.1,19089.55,19091.2,0
2023-01-02 12:15:00+05:30,19090.9,19094.15,19090.25,19092.7,0
2023-01-02 12:16:00+05:30,19090.6,19094.4,19089.6,19090.2,0
2023-01-02 12:17:00+05:30,19090.55,19095.45,19090.25,19094.5,0
2023-01-02 12:18:00+05:30,19094.05,19096.8,19093.35,19095.3,0
2023-01-02 12:19:00+05:30,19094.1,19095.55,19089.2,19090.05,0
2023-01-02 12:20:00+05:30,19091.3,19093.85,19088.7,19092.3,0
2023-01-02 12:21:00+05:30,19091.8,19094.45,19090.5,19092.55,0
2023-01-02 12:22:00+05:30,19092.3,19093.9,19089.85,19089.95,0
2023-01-02 12:23:00+05:30,19090.05,19092.25,19087.2,19090.25,0
2023-01-02 12:24:00+05:30,19090.2,19090.2,19074.9,19075.6,0
2023-01-02 12:25:00+05:30,19075.75,19075.75,19056.75,19058.95,0
2023-01-02 12:26:00+05:30,19059.15,19063.65,19057.9,19060.3,0
2023-01-02 12:27:00+05:30,19062.2,19062.2,19057.0,19057.0,0
2023-01-02 12:28:00+05:30,19056.05,19067.15,19049.55,19064.5,0
2023-01-02 12:29:00+05:30,19064.8,19064.8,19056.55,19057.95,0
2023-01-02 12:30:00+05:30,19058.05,19065.6,19056.85,19064.6,0
2023-01-02 12:31:00+05:30,19064.15,19075.8,19062.1,19071.7,0
2023-01-02 12:32:00+05:30,19074.55,19075.4,19069.35,19070.7,0
2023-01-02 12:33:00+05:30,19071.25,19072.2,19066.5,19068.9,0
2023-01-02 12:34:00+05:30,19068.5,19071.2,19063.4,19069.8,0
2023-01-02 12:35:00+05:30,19070.1,19070.1,19064.45,19070.05,0
2023-01-02 12:36:00+05:30,19069.7,19072.05,19065.2,19065.6,0
2023-01-02 12:37:00+05:30,19066.6,19066.6,19056.75,19056.85,0
2023-01-02 12:38:00+05:30,19056.85,19059.25,19053.85,19054.65,0
2023-01-02 12:39:00+05:30,19054.65,19054.65,19045.45,19047.85,0
2023-01-02 12:40:00+05:30,19048.65,19049.4,19043.8,19046.25,0
2023-01-02 12:41:00+05:30,19046.2,19053.4,19045.9,19051.3,0
2023-01-02 12:42:00+05:30,19049.7,19051.2,19045.9,19050.35,0
2023-01-02 12:43:00+05:30,19051.1,19051.7,19047.0,19049.7,0
2023-01-02 12:44:00+05:30,19052.25,19052.25,19047.0,19049.5,0
2023-01-02 12:45:00+05:30,19049.8,19049.8,19042.95,19044.65,0
2023-01-02 12:46:00+05:30,19044.8,19048.25,19041.35,19046.05,0
2023-01-02 12:47:00+05:30,19045.8,19045.8,19041.2,19043.5,0
2023-01-02 12:48:00+05:30,19043.2,19045.5,19037.1,19040.15,0
2023-01-02 12:49:00+05:30,19041.65,19049.1,19040.6,19046.85,0
2023-01-02 12:50:00+05:30,19046.7,19051.3,19046.45,19049.9,0
2023-01-02 12:51:00+05:30,19049.55,19051.4,19047.25,19050.65,0
2023-01-02 12:52:00+05:30,19050.45,19050.45,19045.75,19045.75,0
2023-01-02 12:53:00+05:30,19046.25,19048.15,19042.0,19044.8,0
2023-01-02 12:54:00+05:30,19043.4,19046.5,19039.2,19040.5,0
2023-01-02 12:55:00+05:30,19039.7,19042.3,19036.9,19041.35,0
2023-01-02 12:56:00+05:30,19040.1,19043.0,19039.1,19042.45,0
2023-01-02 12:57:00+05:30,19042.05,19046.75,19040.05,19040.05,0
2023-01-02 12:58:00+05:30,19040.65,19047.1,19036.95,19040.95,0
2023-01-02 12:59:00+05:30,19040.65,19047.0,19038.45,19044.65,0
2023-01-02 13:00:00+05:30,19044.95,19060.0,19044.2,19059.35,0
2023-01-02 13:01:00+05:30,19057.3,19064.55,19052.35,19064.55,0
2023-01-02 13:02:00+05:30,19064.0,19064.0,19060.45,19062.85,0
2023-01-02 13:03:00+05:30,19064.1,19066.45,19059.8,19063.55,0
2023-01-02 13:04:00+05:30,19063.65,19065.05,19058.15,19060.75,0
2023-01-02 13:05:00+05:30,19061.15,19065.15,19060.2,19062.95,0
2023-01-02 13:06:00+05:30,19063.15,19064.15,19059.7,19060.4,0
2023-01-02 13:07:00+05:30,19060.25,19064.95,19060.25,19064.3,0
2023-01-02 13:08:00+05:30,19064.15,19069.25,19063.55,19068.25,0
2023-01-02 13:09:00+05:30,19067.3,19070.35,19065.35,19066.5,0
2023-01-02 13:10:00+05:30,19068.05,19069.75,19065.75,19066.45,0
2023-01-02 13:11:00+05:30,19066.9,19069.25,19063.5,19064.75,0
2023-01-02 13:12:00+05:30,19064.35,19069.95,19063.6,19067.45,0
2023-01-02 13:13:00+05:30,19067.45,19078.7,19067.45,19076.1,0
2023-01-02 13:14:00+05:30,19076.85,19080.25,19072.6,19073.05,0
2023-01-02 13:15:00+05:30,19073.8,19073.8,19068.9,19069.65,0
2023-01-02 13:16:00+05:30,19069.4,19070.95,19066.8,19070.25,0
2023-01-02 13:17:00+05:30,19070.9,19073.95,19068.0,19072.45,0
2023-01-02 13:18:00+05:30,19072.55,19073.15,19069.3,19072.4,0
2023-01-02 13:19:00+05:30,19073.25,19073.7,19067.25,19070.15,0
2023-01-02 13:20:00+05:30,19069.9,19069.9,19064.8,19065.7,0
2023-01-02 13:21:00+05:30,19065.4,19065.9,19061.75,19065.0,0
2023-01-02 13:22:00+05:30,19061.1,19073.85,19061.1,19068.65,0
2023-01-02 13:23:00+05:30,19068.7,19069.15,19061.85,19065.95,0
2023-01-02 13:24:00+05:30,19065.8,19065.8,19060.4,19063.25,0
2023-01-02 13:25:00+05:30,19063.5,19064.95,19054.7,19054.7,0
2023-01-02 13:26:00+05:30,19054.9,19061.1,19054.6,19058.9,0
2023-01-02 13:27:00+05:30,19056.9,19064.3,19056.9,19058.6,0
2023-01-02 13:28:00+05:30,19057.95,19059.05,19054.75,19055.0,0
2023-01-02 13:29:00+05:30,19055.75,19056.0,19049.6,19051.1,0
2023-01-02 13:30:00+05:30,19051.95,19055.4,19049.9,19050.2,0
2023-01-02 13:31:00+05:30,19050.2,19050.2,19036.65,19039.8,0
2023-01-02 13:32:00+05:30,19040.75,19043.35,19038.65,19039.7,0
2023-01-02 13:33:00+05:30,19037.9,19041.9,19037.25,19040.45,0
2023-01-02 13:34:00+05:30,19041.15,19041.3,19037.75,19039.3,0
2023-01-02 13:35:00+05:30,19039.65,19048.95,19036.2,19043.75,0
2023-01-02 13:36:00+05:30,19043.9,19048.75,19043.0,19046.65,0
2023-01-02 13:37:00+05:30,19047.15,19047.15,19042.7,19043.2,0
2023-01-02 13:38:00+05:30,19044.0,19060.35,19042.6,19059.9,0
2023-01-02 13:39:00+05:30,19058.7,19060.15,19049.7,19055.65,0
2023-01-02 13:40:00+05:30,19056.5,19058.9,19052.55,19056.05,0
2023-01-02 13:41:00+05:30,19055.6,19055.6,19050.0,19050.9,0
2023-01-02 13:42:00+05:30,19050.8,19051.4,19044.75,19049.45,0
2023-01-02 13:43:00+05:30,19048.25,19048.8,19044.6,19046.1,0
2023-01-02 13:44:00+05:30,19045.95,19046.35,19040.4,19044.05,0
2023-01-02 13:45:00+05:30,19043.9,19046.9,19043.05,19046.8,0
2023-01-02 13:46:00+05:30,19046.25,19051.3,19046.25,19048.15,0
2023-01-02 13:47:00+05:30,19049.0,19049.4,19045.7,19047.9,0
2023-01-02 13:48:00+05:30,19047.05,19050.05,19046.05,19048.8,0
2023-01-02 13:49:00+05:30,19049.5,19049.8,19042.95,19044.1,0
2023-01-02 13:50:00+05:30,19044.1,19044.75,19029.05,19032.0,0
2023-01-02 13:51:00+05:30,19031.7,19037.85,19030.25,19035.0,0
2023-01-02 13:52:00+05:30,19034.25,19041.4,19033.65,19041.4,0
2023-01-02 13:53:00+05:30,19041.8,19046.15,19039.2,19041.9,0
2023-01-02 13:54:00+05:30,19041.55,19042.85,19036.1,19039.75,0
2023-01-02 13:55:00+05:30,19039.9,19043.4,19037.95,19041.15,0
2023-01-02 13:56:00+05:30,19041.3,19041.3,19038.3,19038.9,0
2023-01-02 13:57:00+05:30,19039.35,19039.35,19030.55,19031.55,0
2023-01-02 13:58:00+05:30,19032.85,19036.1,19030.2,19036.1,0
2023-01-02 13:59:00+05:30,19036.15,19036.15,19031.05,19034.95,0
2023-01-02 14:00:00+05:30,19033.1,19038.7,19033.1,19038.25,0
2023-01-02 14:01:00+05:30,19037.75,19039.9,19033.8,19037.15,0
2023-01-02 14:02:00+05:30,19037.4,19037.4,19024.75,19026.6,0
2023-01-02 14:03:00+05:30,19025.85,19032.25,19020.5,19032.25,0
2023-01-02 14:04:00+05:30,19030.75,19032.0,19026.4,19029.5,0
2023-01-02 14:05:00+05:30,19030.05,19031.4,19025.8,19028.05,0
2023-01-02 14:06:00+05:30,19028.65,19029.3,19023.45,19029.3,0
2023-01-02 14:07:00+05:30,19029.35,19029.35,19024.8,19028.25,0
2023-01-02 14:08:00+05:30,19029.2,19041.5,19026.7,19038.5,0
2023-01-02 14:09:00+05:30,19039.9,19053.05,19036.3,19045.15,0
2023-01-02 14:10:00+05:30,19046.65,19051.05,19042.15,19048.4,0
2023-01-02 14:11:00+05:30,19047.9,19049.65,19040.2,19044.75,0
2023-01-02 14:12:00+05:30,19046.0,19051.6,19042.55,19048.15,0
2023-01-02 14:13:00+05:30,19049.15,19049.15,19041.8,19042.25,0
2023-01-02 14:14:00+05:30,19042.15,19049.7,19042.15,19044.5,0
2023-01-02 14:15:00+05:30,19044.1,19044.1,19015.15,19017.7,0
2023-01-02 14:16:00+05:30,19017.4,19028.95,19017.4,19021.35,0
2023-01-02 14:17:00+05:30,19021.05,19023.45,19011.75,19017.05,0
2023-01-02 14:18:00+05:30,19017.95,19019.3,19011.1,19017.35,0
2023-01-02 14:19:00+05:30,19018.4,19018.75,19013.6,19017.1,0
2023-01-02 14:20:00+05:30,19017.1,19017.4,19005.8,19012.05,0
2023-01-02 14:21:00+05:30,19011.65,19018.15,19007.55,19018.15,0
2023-01-02 14:22:00+05:30,19014.75,19022.85,19014.75,19019.35,0
2023-01-02 14:23:00+05:30,19018.1,19021.5,19017.4,19020.7,0
2023-01-02 14:24:00+05:30,19022.15,19029.85,19020.85,19023.3,0
2023-01-02 14:25:00+05:30,19023.55,19027.4,19018.4,19024.95,0
2023-01-02 14:26:00+05:30,19024.85,19028.8,19020.9,19027.1,0
2023-01-02 14:27:00+05:30,19026.7,19039.55,19026.7,19039.55,0
2023-01-02 14:28:00+05:30,19038.2,19038.2,19030.55,19035.05,0
2023-01-02 14:29:00+05:30,19034.65,19034.65,19024.75,19025.25,0
2023-01-02 14:30:00+05:30,19025.8,19029.6,19022.8,19023.1,0
2023-01-02 14:31:00+05:30,19022.2,19027.35,19021.0,19027.35,0
2023-01-02 14:32:00+05:30,19026.95,19027.3,19020.2,19021.75,0
2023-01-02 14:33:00+05:30,19021.95,19023.3,19019.0,19019.95,0
2023-01-02 14:34:00+05:30,19020.45,19035.0,19018.55,19035.0,0
2023-01-02 14:35:00+05:30,19035.0,19036.05,19028.4,19030.7,0
2023-01-02 14:36:00+05:30,19030.6,19030.65,19020.05,19023.7,0
2023-01-02 14:37:00+05:30,19023.45,19025.55,19021.6,19022.25,0
2023-01-02 14:38:00+05:30,19021.65,19031.85,19020.2,19028.05,0
2023-01-02 14:39:00+05:30,19027.75,19033.95,19027.3,19030.65,0
2023-01-02 14:40:00+05:30,19030.15,19031.75,19022.55,19026.55,0
2023-01-02 14:41:00+05:30,19025.75,19031.7,19025.1,19030.65,0
2023-01-02 14:42:00+05:30,19030.05,19041.05,19030.05,19038.45,0
2023-01-02 14:43:00+05:30,19038.4,19041.05,19036.1,19038.3,0
2023-01-02 14:44:00+05:30,19038.15,19040.85,19030.95,19033.15,0
2023-01-02 14:45:00+05:30,19031.4,19036.8,19030.95,19036.55,0
2023-01-02 14:46:00+05:30,19035.85,19072.4,19034.85,19068.85,0
2023-01-02 14:47:00+05:30,19069.3,19087.8,19069.3,19074.3,0
2023-01-02 14:48:00+05:30,19073.25,19080.75,19071.15,19072.85,0
2023-01-02 14:49:00+05:30,19072.8,19080.65,19070.2,19080.65,0
2023-01-02 14:50:00+05:30,19079.8,19086.25,19079.05,19079.65,0
2023-01-02 14:51:00+05:30,19078.55,19090.5,19076.85,19087.25,0
2023-01-02 14:52:00+05:30,19086.9,19088.3,19073.75,19073.8,0
2023-01-02 14:53:00+05:30,19073.5,19078.55,19072.7,19077.35,0
2023-01-02 14:54:00+05:30,19077.5,19082.65,19076.1,19077.7,0
2023-01-02 14:55:00+05:30,19077.6,19085.55,19076.6,19085.55,0
2023-01-02 14:56:00+05:30,19083.1,19085.65,19073.4,19075.75,0
2023-01-02 14:57:00+05:30,19076.7,19079.8,19072.4,19074.2,0
2023-01-02 14:58:00+05:30,19074.15,19075.7,19062.15,19064.5,0
2023-01-02 14:59:00+05:30,19066.1,19066.1,19050.35,19052.1,0
2023-01-02 15:00:00+05:30,19055.1,19061.5,19048.65,19050.85,0
2023-01-02 15:01:00+05:30,19051.4,19057.85,19049.7,19053.15,0
2023-01-02 15:02:00+05:30,19053.1,19059.3,19051.9,19052.15,0
2023-01-02 15:03:00+05:30,19052.3,19054.9,19050.7,19052.65,0
2023-01-02 15:04:00+05:30,19051.65,19056.9,19050.9,19054.6,0
2023-01-02 15:05:00+05:30,19054.45,19055.0,19042.75,19045.6,0
2023-01-02 15:06:00+05:30,19045.4,19047.0,19036.7,19042.8,0
2023-01-02 15:07:00+05:30,19042.4,19044.05,19039.05,19040.05,0
2023-01-02 15:08:00+05:30,19040.5,19052.7,19040.35,19049.5,0
2023-01-02 15:09:00+05:30,19050.0,19075.5,19047.55,19075.5,0
2023-01-02 15:10:00+05:30,19071.45,19077.2,19065.85,19065.85,0
2023-01-02 15:11:00+05:30,19065.65,19067.0,19056.6,19057.85,0
2023-01-02 15:12:00+05:30,19057.15,19064.4,19057.15,19064.25,0
